ID,Nom,Prénom,Âge,Sexe,Email,Pays,Ville,Salaire (€),Date d'embauche,Département,Télétravail (%),Performance (Note)
871,Green,Nicole,68,Femme,yjones@mueller.com,Bosnia and Herzegovina,Jenningston,32823.0,2018-03-09,Marketing,20.0,4.0
872,Powers,Sherry,39,Homme,grantpaul@hotmail.com,Bahrain,East Deborahburgh,89870.0,2022-02-25,Marketing,60.0,2.0
873,Torres,John,68,Homme,terrykevin@bridges-williams.net,Indonesia,Martinfurt,89884.0,2021-04-20,Finance,,2.0
874,Kelly,Ann,68,Femme,lhuffman@hall.info,Saint Kitts and Nevis,West Jeremyborough,63968.0,2021-08-07,Production,0.0,3.0
875,Ryan,Nicole,69,Femme,qrodriguez@macias.com,Belarus,Whitebury,50848.0,2021-01-29,Production,20.0,4.0
876,Oconnor,Bonnie,20,Femme,wilsonrichard@faulkner.com,United Arab Emirates,Lake Vickiton,20558.0,2016-03-17,Finance,100.0,4.0
877,Hernandez,Gary,30,Femme,linda39@myers.com,Martinique,Billton,27350.0,2019-06-21,Logistique,60.0,4.0
878,Johnson,John,47,Homme,heathergriffin@robinson-howell.com,Chad,Annmouth,48148.0,2019-11-03,Finance,100.0,5.0
879,Burton,Vanessa,27,Homme,bondgrace@yahoo.com,Panama,Lake Daniel,104829.0,2017-10-13,Finance,,4.0
880,Johnson,Kevin,69,Femme,stacey81@hotmail.com,Angola,Justinbury,106570.0,2020-07-02,Logistique,80.0,5.0
881,Williams,Mindy,26,Femme,samanthaortiz@harper.com,Papua New Guinea,North Kathy,60654.0,2017-12-09,RH,20.0,2.0
882,Perez,Laura,23,Homme,sharon64@williams-burton.biz,Liberia,Laurenshire,63644.0,2020-04-09,Finance,0.0,3.0
883,Valdez,Judy,61,Homme,tonya06@gmail.com,New Zealand,Parkerport,93643.0,2020-04-05,RH,,3.0
884,Jones,Jennifer,19,Homme,elliottjustin@rivers.org,Cyprus,Port Brian,22789.0,2022-09-21,Informatique,20.0,4.0
885,Brown,Kristy,61,Femme,fdavis@williams.com,Colombia,Port Amandaland,46065.0,2023-12-23,Finance,20.0,4.0
886,Stanton,Melanie,33,Femme,hopkinsjeffery@norton.com,Zimbabwe,Watsonton,116906.0,2015-08-29,Finance,60.0,3.0
887,Henderson,Bryan,30,Femme,jessica90@yahoo.com,Japan,Carterburgh,89058.0,2015-09-02,Production,80.0,4.0
888,Stafford,Gary,65,Homme,awatkins@yahoo.com,Jamaica,South Arthur,26824.0,2021-01-30,Finance,,1.0
889,Robinson,William,30,Homme,robinsonjason@spence-anderson.info,France,Lake Angela,37610.0,2022-03-13,Logistique,60.0,5.0
890,Graham,Jason,39,Homme,butlermark@gmail.com,Nauru,Silvastad,24382.0,2016-03-27,RH,40.0,3.0
891,Howard,Amanda,36,Femme,gregory35@yahoo.com,South Georgia and the South Sandwich Islands,Knoxland,96105.0,2018-07-06,Logistique,0.0,5.0
892,Thompson,Trevor,43,Femme,ian93@yahoo.com,Iceland,New Kathryn,77917.0,2021-01-06,RH,100.0,1.0
893,Murphy,David,31,Homme,lcarrillo@weeks.com,Jordan,Flowersmouth,48655.0,2018-12-24,Finance,0.0,1.0
894,Hatfield,Christopher,48,Homme,brianacox@rogers.info,Libyan Arab Jamahiriya,Elizabethberg,102699.0,2020-09-26,RH,100.0,3.0
895,Burgess,Alexander,46,Femme,christopher55@norton.com,Belize,Ellisport,37006.0,2023-11-17,Finance,20.0,2.0
896,Reyes,Mallory,62,Femme,michele90@ewing.com,Burundi,Lake Larry,103049.0,2024-07-23,Logistique,100.0,4.0
897,Ortiz,Christopher,59,Femme,michelle41@hotmail.com,Finland,Lake Tiffany,118645.0,2019-11-07,Informatique,100.0,4.0
898,Baker,Suzanne,39,Homme,sherrywilson@patel.com,Bangladesh,Port Andres,87013.0,2016-06-14,RH,60.0,4.0
899,Schmidt,Tonya,24,Homme,haley11@campos.com,Thailand,Arnoldborough,18107.0,2025-01-20,RH,0.0,4.0
900,Fitzgerald,Julie,54,Femme,allison43@glenn.com,Brazil,Smalltown,92232.0,2016-10-28,RH,60.0,4.0
901,Parks,Shannon,66,Homme,qsnyder@larson.com,Korea,North Virginiaborough,88469.0,2017-09-17,RH,60.0,2.0
902,Ford,Joshua,58,Femme,patricia42@nguyen.com,Kazakhstan,North Robertberg,77185.0,2020-10-12,Finance,20.0,2.0
903,Williams,Robert,44,Homme,nrogers@ballard.com,Saint Barthelemy,Port Paula,55913.0,2024-02-06,Finance,60.0,4.0
904,Dorsey,Michael,48,Homme,hillanthony@parker.com,United States of America,West Taylor,67420.0,2018-02-01,Informatique,80.0,2.0
905,Ortiz,Randy,23,Homme,qtaylor@hotmail.com,Finland,Hintonmouth,82431.0,2021-02-13,Finance,20.0,2.0
906,Myers,Jessica,33,Femme,tcole@alvarez.biz,Kuwait,Donaldport,59725.0,2025-01-23,Logistique,20.0,5.0
907,Smith,Patricia,55,Homme,cgarcia@jackson-morrison.org,Sri Lanka,West William,83609.0,2017-07-08,RH,0.0,4.0
908,Taylor,Eric,55,Femme,devinholmes@gmail.com,Yemen,Lake Michelleborough,94682.0,2015-07-25,Informatique,80.0,2.0
909,Melton,John,67,Homme,michaelmoody@vasquez-shaw.com,Niue,New Richard,88106.0,2019-10-06,Marketing,0.0,4.0
910,Palmer,Jason,49,Femme,kelly87@hotmail.com,Namibia,New Laurenland,72416.0,2020-12-09,Logistique,100.0,2.0
911,Oconnor,Brandon,50,Femme,victoria03@benson.com,Greece,West Rhondaside,84911.0,2020-09-26,Production,40.0,4.0
912,Hernandez,Melissa,66,Femme,lreilly@walker.org,Mexico,Amandachester,58798.0,2017-07-16,Informatique,20.0,2.0
913,Rivera,William,34,Femme,chobbs@gmail.com,Dominica,New Gabrielside,21301.0,2016-07-27,Production,0.0,4.0
915,Hoover,Sean,28,Homme,deniselewis@hernandez.com,El Salvador,Port Ashleyton,101120.0,2016-12-28,Marketing,20.0,3.0
916,Wright,Shannon,30,Homme,lori17@nichols.info,Chile,South Tonyafort,36108.0,2020-06-27,Production,100.0,4.0
918,Drake,Kathleen,18,Femme,johnsondavid@morris.com,Sweden,Andremouth,111168.0,2016-09-20,Informatique,0.0,3.0
919,Jackson,Dennis,47,Femme,matthewgarrett@thomas.com,Thailand,Joshuafort,67783.0,2024-03-04,Finance,80.0,4.0
920,French,Courtney,44,Homme,qsmith@hotmail.com,Algeria,New Shane,108625.0,2023-07-08,Logistique,80.0,2.0
921,Sutton,William,57,Femme,clarkjanice@johnson-hayes.biz,Svalbard & Jan Mayen Islands,South Chad,98239.0,2015-10-07,Production,0.0,1.0
923,Miller,Dylan,37,Femme,edavis@yahoo.com,Bosnia and Herzegovina,Johnmouth,45841.0,2024-11-06,Production,20.0,4.0
924,Pennington,Elizabeth,23,Homme,millermonica@neal-roy.biz,Tuvalu,Lindseymouth,77005.0,2025-02-08,RH,20.0,3.0
925,Harper,Michael,54,Femme,theresa70@shaw-torres.org,Russian Federation,South Don,101221.0,2016-12-15,Finance,0.0,3.0
926,Oliver,Tamara,37,Homme,brianjackson@nguyen-morrison.biz,Pakistan,Lake Daniel,117118.0,2020-01-03,Marketing,0.0,2.0
927,Ellis,Warren,54,Homme,martinbrock@thompson-oneill.com,Chad,Bryantberg,60752.0,2022-01-10,Logistique,100.0,1.0
928,Hernandez,Haley,23,Femme,jeffrey89@french.biz,Denmark,Goodtown,29990.0,2021-06-02,Informatique,100.0,4.0
929,Guzman,Dennis,46,Femme,arussell@gmail.com,Poland,East Rebeccabury,37620.0,2024-10-22,Marketing,80.0,3.0
930,King,Timothy,30,Femme,kylehall@schultz.com,Angola,Elaineborough,95466.0,2017-12-01,Production,0.0,5.0
931,Shaffer,Jessica,44,Femme,jamessmall@hotmail.com,Luxembourg,Robertshaven,101604.0,2016-12-28,Production,0.0,4.0
932,Oconnor,Martha,67,Homme,andrejohnson@anderson.biz,Lebanon,Allenport,96164.0,2017-10-13,Marketing,20.0,3.0
933,Johnson,James,37,Homme,millerkevin@rose.net,Martinique,Port Nicholas,90935.0,2020-03-26,Production,40.0,3.0
934,Randolph,Randy,30,Homme,jeremy81@washington-spencer.org,Palestinian Territory,Port Chad,89202.0,2019-10-23,RH,40.0,4.0
935,Johnson,Thomas,56,Homme,xyoung@hotmail.com,South Georgia and the South Sandwich Islands,Petersontown,81729.0,2015-07-16,Informatique,60.0,3.0
936,Davis,Scott,25,Homme,wheelermariah@coleman.info,Northern Mariana Islands,Port Donaldfurt,29118.0,2021-05-30,Logistique,20.0,4.0
937,Carter,Thomas,34,Homme,morrissamuel@clark.com,Heard Island and McDonald Islands,Robertborough,111245.0,2020-10-31,RH,20.0,3.0
938,Hernandez,Kenneth,47,Femme,nancy62@mitchell.com,Guernsey,Rodriguezside,69102.0,2023-08-02,Finance,0.0,5.0
939,Young,Lindsey,18,Homme,heatherbrooks@gmail.com,Macedonia,North Michael,102708.0,2024-09-20,Informatique,60.0,2.0
940,Kelly,Robin,41,Homme,dmahoney@garcia-lindsey.com,Niue,Nicoleborough,117913.0,2020-12-17,Informatique,80.0,2.0
941,Moss,Michael,33,Homme,donaldlane@hotmail.com,Mozambique,South Tinaport,72836.0,2023-11-20,Production,100.0,4.0
942,Sullivan,Dana,28,Femme,kathy80@morales-gutierrez.com,Saint Martin,Steelechester,66724.0,2018-03-13,Logistique,60.0,4.0
943,Nelson,Oscar,21,Homme,donna78@joseph.info,Morocco,Christophershire,79758.0,2019-01-31,Finance,0.0,3.0
944,Vasquez,Beth,21,Femme,kpearson@hotmail.com,Pitcairn Islands,Davidburgh,112256.0,2023-01-07,Logistique,40.0,4.0
945,Long,Heather,34,Homme,fclark@simmons.com,Kuwait,Williamsport,110135.0,2018-06-25,Marketing,20.0,3.0
946,Collins,Walter,66,Homme,wandahatfield@yahoo.com,Slovakia (Slovak Republic),South Lesliehaven,113675.0,2021-07-01,Logistique,0.0,2.0
947,Lester,Emily,27,Femme,paulconway@walker.info,Ghana,West Ianhaven,93051.0,2015-09-04,Finance,0.0,4.0
948,Pierce,Katherine,38,Homme,allison17@yahoo.com,Oman,New Samanthastad,91642.0,2016-06-14,Marketing,20.0,3.0
949,Madden,Megan,55,Homme,donaldzhang@gmail.com,Fiji,Ashleyfort,51421.0,2017-03-11,Logistique,80.0,5.0
950,Mejia,Jacob,66,Femme,haley35@morton.com,Cyprus,North Vincentport,84040.0,2016-04-22,Logistique,60.0,3.0
951,Duncan,Javier,35,Femme,ayersadrian@gmail.com,Saint Vincent and the Grenadines,West Tracyburgh,83903.0,2021-09-09,Finance,80.0,2.0
952,Baker,Wyatt,27,Homme,jamesangela@gmail.com,Armenia,North Yvonne,43353.0,2024-10-13,Finance,100.0,4.0
953,Mcdaniel,William,62,Homme,leeheather@bishop.com,Sao Tome and Principe,Port Matthewmouth,70379.0,2019-03-08,Marketing,100.0,3.0
954,Bryant,Lindsey,33,Femme,brenda60@yahoo.com,Marshall Islands,North Curtis,84533.0,2023-08-16,RH,80.0,2.0
955,Griffith,Zachary,56,Femme,thomas04@gmail.com,Swaziland,Port Renee,48242.0,2016-10-14,Production,0.0,3.0
956,Powell,Rachel,32,Femme,john43@hotmail.com,New Zealand,Taylorton,56726.0,2022-02-08,Logistique,,2.0
957,Crawford,Kimberly,51,Femme,danielleyoung@summers-huang.net,Greenland,Kempbury,31737.0,2023-08-06,Production,20.0,1.0
958,Smith,William,22,Homme,connorfrench@dunn-dunn.com,Bermuda,West Isaac,64117.0,2019-02-15,Production,100.0,4.0
959,Singh,Margaret,34,Homme,egonzalez@yahoo.com,Togo,Lake Bryanberg,63062.0,2015-04-03,Marketing,0.0,1.0
960,Johnson,Thomas,54,Femme,colemanmichelle@castro.info,United States Minor Outlying Islands,Jerryburgh,111498.0,2021-12-19,Logistique,60.0,4.0
961,Becker,Matthew,25,Homme,andrea61@hotmail.com,Central African Republic,Sarahtown,39077.0,2018-03-01,Logistique,20.0,2.0
963,Parsons,Stephen,45,Femme,kylehunt@hotmail.com,Germany,Jamesborough,97947.0,2025-01-25,Logistique,0.0,3.0
964,Roberts,Debra,64,Homme,abigail73@schultz-williams.com,Burkina Faso,New Andrewville,103738.0,2021-07-16,Logistique,40.0,4.0
965,Parks,Brett,25,Femme,sarah97@hotmail.com,Niger,Ashleyland,111451.0,2020-12-03,Informatique,,3.0
966,Clark,Jessica,40,Femme,christopher02@patterson.com,Marshall Islands,West Madison,77805.0,2018-06-17,Finance,80.0,5.0
967,Moreno,Tammy,52,Homme,debrarichardson@macias-johnson.com,Jordan,West Joshua,104739.0,2020-06-01,Marketing,0.0,1.0
968,Peterson,Stephen,48,Homme,dustin19@hotmail.com,Korea,Jennatown,56170.0,2015-11-22,Marketing,60.0,5.0
969,Good,Casey,34,Femme,meghangriffin@yahoo.com,Saint Helena,Miguelside,114619.0,2016-09-03,Informatique,60.0,2.0
970,Bonilla,James,45,Homme,bmullen@yahoo.com,South Georgia and the South Sandwich Islands,North Kathy,90447.0,2020-09-03,Finance,80.0,1.0
971,Clark,Dakota,65,Homme,aali@obrien.com,Papua New Guinea,East Kellyfort,38560.0,2023-06-09,Production,20.0,4.0
972,Knight,Jonathan,65,Homme,davidchapman@burton.info,Belgium,Port Kyleside,76531.0,2015-12-19,Marketing,0.0,3.0
973,Rivera,Laura,68,Homme,mark71@gmail.com,Pakistan,North Joeton,117892.0,2018-01-22,Marketing,80.0,1.0
974,Schmitt,Aaron,29,Homme,debbie69@hughes.com,Brunei Darussalam,New Nicholasborough,115872.0,2019-08-08,Marketing,20.0,1.0
975,Middleton,Morgan,41,Homme,nicole06@mckinney-brooks.com,Latvia,Robertfurt,75337.0,2016-05-26,Marketing,40.0,2.0
976,Willis,Sheila,32,Femme,lmorrison@hotmail.com,Cameroon,South Terriside,88844.0,2021-10-06,Marketing,,3.0
977,Cortez,Jackson,57,Homme,vcook@montgomery.com,Bangladesh,North Ambertown,18969.0,2023-05-03,Marketing,40.0,5.0
978,Maldonado,Glenn,48,Femme,westfrank@hanson.com,Vanuatu,Yangstad,30387.0,2017-10-08,Informatique,0.0,3.0
979,Gomez,Tammy,44,Femme,christopherfitzgerald@gilbert-armstrong.com,Timor-Leste,Lake Davidton,31209.0,2025-03-06,Marketing,60.0,4.0
981,Lam,Lisa,35,Homme,carolyn90@gmail.com,Fiji,New Terryfurt,70378.0,2021-10-16,Finance,40.0,3.0
982,Rivera,Albert,53,Homme,elizabethquinn@gmail.com,Lao People's Democratic Republic,Aguirremouth,100483.0,2017-09-19,Finance,80.0,4.0
983,Burgess,Vicki,25,Femme,hinesanthony@gmail.com,Australia,Lake Ashley,92063.0,2024-04-26,Logistique,20.0,5.0
984,Smith,Allen,63,Femme,deannamurray@davis.net,Switzerland,South Nicole,69483.0,2016-01-17,Production,100.0,2.0
985,Velasquez,Cathy,66,Femme,virginiawood@gmail.com,Mauritius,Salashaven,77524.0,2018-04-19,Logistique,80.0,2.0
986,Cunningham,Sarah,55,Femme,bhess@cruz-dean.com,Greenland,North Adam,44727.0,2019-12-08,Marketing,20.0,3.0
987,Farley,Marie,22,Homme,rodriguezeric@hotmail.com,Macedonia,East Stacytown,85825.0,2017-05-26,Logistique,40.0,5.0
988,Cox,Lance,31,Femme,jessicajohnson@gmail.com,Israel,North Jeanne,94213.0,2022-01-14,Marketing,80.0,5.0
989,Garrett,Lynn,55,Homme,matthew56@yahoo.com,Armenia,Jenniferbury,54631.0,2015-06-16,Informatique,40.0,2.0
990,Morris,Phillip,37,Femme,leemolly@ellis.biz,Madagascar,South Matthewmouth,25531.0,2019-05-06,RH,40.0,5.0
991,Patton,Vincent,61,Homme,crossdonald@cohen.net,Finland,New Jessica,35942.0,2022-10-14,Finance,80.0,3.0
992,Burke,Michael,26,Homme,carlawilson@solomon.org,Seychelles,Leonardstad,117676.0,2025-02-07,Finance,60.0,5.0
993,Archer,Michael,50,Femme,michaelstewart@yahoo.com,Rwanda,New Corey,22078.0,2016-08-23,Production,100.0,2.0
994,Smith,Brandi,35,Femme,jenningsamy@riley.org,Mongolia,South Brandonville,57979.0,2016-04-10,Marketing,20.0,3.0
995,Taylor,Kimberly,23,Femme,lhernandez@yahoo.com,Panama,East Isaac,113238.0,2024-12-11,Informatique,0.0,3.0
996,Williams,Holly,54,Femme,paigewilliams@gmail.com,Samoa,New Davidstad,84445.0,2018-10-09,Production,0.0,4.0
997,Martinez,Kayla,19,Homme,stephanie53@yahoo.com,South Georgia and the South Sandwich Islands,Devinview,46817.0,2018-02-18,Production,0.0,5.0
998,Noble,Alexis,47,Homme,deborah59@gmail.com,Falkland Islands (Malvinas),Margaretton,90317.0,2024-05-12,Production,60.0,3.0
999,Fry,Amanda,23,Homme,sarah24@gmail.com,Sweden,Omarmouth,92206.0,2024-05-28,Informatique,40.0,2.0
1000,Castillo,Michael,34,Homme,utate@smith-wood.com,Mongolia,Ericburgh,105492.0,2021-07-04,Informatique,60.0,3.0
